00:00,02:01,inte
00:00,02:01,happiness
01:55,02:01,surprise
00:00,02:01,inte
00:32,02:01,surprise
00:00,02:01,indiff
01:00,02:01,happiness
00:00,02:01,inte
00:00,02:01,happiness
00:00,02:01,inte
00:00,02:01,happiness
00:00,02:01,indiff
00:00,02:01,inte
00:00,02:01,happiness
00:00,02:01,inte
01:21,02:01,happiness
00:00,02:01,inte
00:00,02:01,happiness
00:47,00:51,anger
00:00,02:01,inte
00:00,02:01,happiness
00:00,02:01,inte
00:00,02:01,happiness
00:00,02:01,inte
00:55,01:05,fear
01:22,01:26,surprise
01:05,02:01,happiness
00:00,02:01,inte
00:00,02:01,happiness
00:00,02:01,inte
01:22,01:33,happiness
00:00,02:01,indiff
00:00,02:01,happiness
00:00,02:01,inte
01:11,02:01,happiness
00:00,02:01,inte
00:00,02:01,happiness
