00:00,00:30,inte
00:26,00:30,surprise
00:26,00:30,disgust
00:00,00:30,inte 
00:00,00:30,happiness
00:26,00:30,surprise
00:00,00:30,inte
00:25,00:30,happiness
00:25,00:30,surprise
00:00,00:30,inte
00:11,00:30,surprise
00:11,00:30,happiness
00:00,00:30,indiff
00:26,00:30,surprise
00:00,00:30,inte
00:26,00:30,surprise
00:26,00:30,disgust
00:00,00:30,inte
00:26,00:30,surprise
00:00,00:30,inte
00:19,00:22,happiness
00:00,00:30,indiff
00:12,00:22,happiness
00:25,00:30,surprise
00:00,00:30,inte
00:00,00:30,happiness
00:00,00:30,inte
00:11,00:18,happiness
00:25,00:30,disgust
00:00,00:30,indiff
00:26,00:30,surprise
00:00,00:30,disgust
00:00,00:30,inte
00:26,00:30,happiness
00:00,00:30,inte
00:10,00:18,happiness
00:24,00:30,surprise
00:24,00:30,disgust
00:00,00:30,inte
00:23,00:30,disgust
00:00,00:30,inte
00:25,00:30,surprise
00:00,00:30,inte
00:00,00:12,sadness
00:12,00:18,happiness
00:24,00:30,surprise
