04:15,04:26,disgust
04:51,04:57,disgust
04:41,04:50,amused
02:33,02:44,negsurp
00:53,01:12,negsurp
07:10,07:47,amused
09:05,09:18,amused
08:35,08:51,possurp
03:39,03:44,possurp
03:08,03:11,disgust
10:16,10:21,amused
11:14,11:18,negsurp
06:39,06:51,amused
01:12,01:18,amused
02:27,02:39,possurp
02:27,02:39,amused
03:39,03:45,possurp
03:02,04:04,amused
04:13,04:23,disgust
04:25,04:31,amused
04:58,05:05,possurp
04:58,05:05,amused
05:07,05:40,negsurp
06:38,06:51,possurp
06:38,06:51,amused
07:12,07:52,amused
08:35,08:50,possurp
08:35,08:50,amused
08:54,09:24,amused
09:25,10:37,amused
11:13,11:21,possurp
11:13,11:21,amused
00:09,01:12,amused
02:33,02:49,possurp
02:33,02:49,amused
03:04,03:21,amused
03:28,03:55,amused
04:11,04:26,disgust
04:25,04:28,amused
05:23,06:01,negsurp
06:32,06:38,possurp
06:13,06:47,amused
07:01,07:47,amused
08:36,08:51,possurp
08:36,08:51,amused
08:59,09:08,possurp
09:44,09:46,possurp
10:52,11:10,amused
11:14,11:17,amused
