00:00,01:50,indiff
01:14,01:50,surprise
00:00,01:50,indiff
00:15,02:50,happiness
00:00,01:50,inte
01:20,01:50,happiness
01:50,02:20,inte
02:04,02:20,happiness
01:50,02:20,indiff
02:02,02:11,happiness
02:15,02:20,surprise
01:50,02:20,inte
02:16,02:20,happiness
02:20,04:20,inte
02:27,03:32,sadness
03:32,04:20,happiness
02:20,04:20,inte
02:20,04:20,happiness
03:21,03:43,sadness
03:46,04:20,surprise
02:20,04:20,inte
04:20,05:50,inte
04:20,05:50,happiness
04:20,05:50,inte
04:20,05:17,happiness
05:17,05:50,sadness
04:20,05:50,inte
05:50,06:57,inte
06:04,06:06,surprise
06:04,06:57,sadness
05:50,06:57,indiff
06:02,06:10,surprise
06:10,06:21,sadness
06:21,06:57,happiness
05:50,06:57,inte
06:51,06:57,surprise
06:57,08:58,inte
06:57,08:58,happiness
06:57,08:58,indiff
06:57,08:58,happiness
07:43,08:07,sadness
06:57,08:58,inte
08:58,09:54,inte
08:58,09:54,indiff
08:58,09:54,indiff
09:54,10:54,inte
09:54,10:54,happiness
09:54,10:54,inte
09:54,10:29,happiness
09:54,10:54,inte
09:54,10:54,happiness
10:54,11:54,inte
10:54,11:54,inte
10:54,11:54,happiness
10:54,11:54,sadness
10:54,11:54,surprise
10:54,11:54,inte
11:54,12:54,indiff
11:54,12:42,happiness
11:54,12:54,inte
11:54,12:42,happiness
12:07,12:11,surprise
12:44,12:54,surprise
11:54,12:54,indiff
12:54,13:58,inte
12:54,13:58,happiness
12:54,13:58,inte
12:54,13:58,happiness
12:54,13:58,inte
12:54,13:58,happiness
00:00,01:50,indiff
00:00,01:50,happiness
01:23,01:50,surprise
00:00,01:50,inte
01:37,01:50,surprise
00:00,01:50,indiff
00:00,01:50,inte
00:18,01:50,surprise
00:00,01:50,inte
00:50,01:29,sadness
01:29,01:50,surprise
00:00,01:50,inte
00:00,01:50,happiness
00:00,01:50,inte
00:14,01:50,happiness
01:19,01:50,surprise
00:00,01:50,inte
00:00,01:50,inte
01:18,01:50,surprise
00:00,01:50,inte
01:19,01:50,happiness
00:00,01:50,inte
00:47,00:52,sadness
01:16,01:50,happiness
00:00,01:50,inte
01:16,01:50,happiness
