00:00,01:30,inte
00:00,01:30,happiness
00:00,01:30,inte
00:00,01:30,happiness
00:00,01:30,inte
00:00,01:30,happiness
00:25,00:45,surprise
00:00,01:30,inte
00:09,01:30,happiness
00:52,01:00,sadness
00:52,01:00,fear
01:00,01:30,surprise
00:00,01:30,inte
00:53,01:23,surprise
01:23,01:30,happiness
00:00,01:30,inte
00:00,01:30,happiness
01:03,01:30,surprise
01:03,01:30,sadness
00:00,01:30,inte
00:00,01:30,happiness
00:00,01:30,inte
00:25,00:41,happiness
00:00,01:30,inte
00:54,01:30,sadness
00:43,01:30,surprise
00:00,01:30,inte
00:00,01:30,happiness
00:00,01:12,sadness
01:12,01:30,surprise
00:00,01:30,inte
00:00,02:25,happiness
02:25,02:31,sadness
02:31,01:30,happiness
00:00,01:30,inte
00:57,01:08,sadness
00:57,01:08,fear
01:08,01:30,happiness
00:00,01:30,inte
00:57,01:12,sadness
01:12,01:30,happiness
00:00,01:30,inte
00:46,01:30,happiness
00:00,01:30,inte
00:00,00:57,happiness
00:57,01:15,anger
01:15,01:30,happiness
00:00,01:30,inte
01:07,01:21,happiness
00:00,01:30,indiff
