00:00,01:00,inte
00:00,01:00,fear
00:56,01:00,surprise
00:00,01:00,inte
00:00,01:00,indiff
00:00,01:00,indiff
00:00,01:00,inte
00:00,01:00,indiff
00:00,01:00,inte
00:00,01:00,sadness 
00:00,01:00,indiff
00:00,01:00,inte
00:36,00:40,sadness 
00:36,00:40,surprise
00:56,01:00,sadness 
00:56,01:00,surprise
00:00,01:00,inte
00:00,01:00,happiness
00:00,01:00,inte
00:00,01:00,inte
00:00,01:00,sadness 
00:00,01:00,fear
00:00,01:00,inte
00:00,01:00,sadness 
00:40,00:54,fear
00:00,01:00,inte
00:55,01:00,surprise
00:00,01:00,inte
00:00,01:00,sadness 
00:00,01:00,indiff
00:00,01:00,inte
