00:00,02:00,inte
00:00,00:25,happiness
00:25,01:15,sadness
00:00,02:00,inte 
00:00,02:00,happiness
00:00,02:00,inte
00:00,01:12,sadness
01:12,02:00,happiness
00:00,02:00,inte
00:10,00:15,happiness
00:15,01:12,sadness
00:15,01:12,fear
01:13,02:00,surprise
00:00,02:00,inte
00:00,02:00,sadness
00:00,02:00,inte
00:00,01:00,sadness
01:00,02:00,happiness
00:00,02:00,inte
00:18,02:13,sadness
02:13,02:00,surprise
00:00,02:00,inte
01:18,01:24,surprise
00:00,02:00,inte
00:00,00:42,fear
00:42,01:12,sadness
00:00,02:00,inte
00:00,02:00,happiness
00:00,02:00,surprise
00:00,02:00,inte
00:00,00:30,happiness
00:52,01:15,sadness
01:15,02:00,happiness
00:00,02:00,inte
00:00,01:14,fear
01:14,02:00,happiness
01:14,02:00,surprise
00:00,02:00,inte
01:14,02:00,happiness
00:00,02:00,inte
01:28,02:00,happiness
00:00,02:00,inte
00:54,02:00,happiness
00:00,02:00,inte
01:20,01:44,happiness
00:00,02:00,indiff
00:00,02:00,sadness
