00:00,01:00,inte
00:00,01:00,happiness
00:00,01:00,surprise
00:00,01:00,inte
00:00,01:00,happiness
00:00,01:00,fear
00:00,01:00,inte
00:19,00:24,happiness
00:28,00:33,happiness
00:38,00:43,happiness
00:00,01:00,inte
00:00,01:00,happiness
00:00,01:00,inte
00:00,01:00,happiness
00:00,01:00,inte
00:00,01:00,happiness
00:00,01:00,inte
00:00,01:00,happiness
00:00,01:00,indiff
00:54,01:00,disgust
00:00,01:00,inte
00:00,01:00,happiness
00:00,01:00,inte
00:00,01:00,happiness
00:12,01:00,surprise
00:00,01:00,inte
00:00,01:00,happiness
00:00,01:00,inte
00:00,01:00,happiness
00:00,01:00,anger
00:00,01:00,surprise
00:00,01:00,inte
00:00,01:00,happiness
00:00,01:00,inte
00:40,00:45,happiness
00:00,01:00,inte
00:00,01:00,happiness
00:38,01:00,surprise
00:00,01:00,inte
00:00,01:00,happiness
00:00,01:00,inte
00:00,01:00,happiness
